group,Team,Year,name,value,,,,,,,,,,,
F,PHI,15_16,Couturier,1.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Couturier"",""value"":1.75,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Raffl,1.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Raffl"",""value"":1.1,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,White,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""White"",""value"":0.8,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Bellemare,0.713,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bellemare"",""value"":0.713,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,VandeVelde,0.713,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""VandeVelde"",""value"":0.713,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
F,PHI,15_16,Porter,0.575,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Porter"",""value"":0.575,""group"":""F"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,Streit,5.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Streit"",""value"":5.25,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,MacDonald,5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""MacDonald"",""value"":5,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,Del Zotto,3.875,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Del Zotto"",""value"":3.875,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,Schenn,3.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schenn"",""value"":3.6,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,Medvedev,3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Medvedev"",""value"":3,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,Schultz,2.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schultz"",""value"":2.25,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,Gudas,0.992,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gudas"",""value"":0.992,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
D,PHI,15_16,Manning,0.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Manning"",""value"":0.625,""group"":""D"",""team"":""PHI"",""year"":""15_16""},"
G,PHI,15_16,Mason,4.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mason"",""value"":4.1,""group"":""G"",""team"":""PHI"",""year"":""15_16""},"
G,PHI,15_16,Neuvirth,1.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Neuvirth"",""value"":1.625,""group"":""G"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Grossmann,0.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Grossmann"",""value"":0.5,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Briere,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Briere"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Bryzgalov,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bryzgalov"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Gordon,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gordon"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Lauridsen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lauridsen"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Drewiske,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Drewiske"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Noebels,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Noebels"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Provorov,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Provorov"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Gostisbehere,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gostisbehere"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Morin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Morin"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Sanheim,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sanheim"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Konecny,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Konecny"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Laughton,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Laughton"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Alderson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Alderson"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Bardreau,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bardreau"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Fazleev,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fazleev"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Lamarche,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lamarche"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Marti,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Marti"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Straka,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Straka"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Alt,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Alt"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Cousins,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cousins"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Hagg,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hagg"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Stolarz,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stolarz"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Aube-Kubel,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Aube-Kubel"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Leier,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leier"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Martel,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Martel"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Goulbourne,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Goulbourne"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Pettersson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pettersson"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Mathers,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mathers"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,McDonald,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McDonald"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Brent,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Brent"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,LaBarbera,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""LaBarbera"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Conner,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Conner"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Palushaj,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Palushaj"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Johnston,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Johnston"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Konan,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Konan"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Rosehill,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rosehill"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
O,PHI,15_16,Zepp,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zepp"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""15_16""},"
F,OTT,15_16,Ryan,7.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ryan"",""value"":7.25,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,MacArthur,4.65,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""MacArthur"",""value"":4.65,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Michalek,4,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Michalek"",""value"":4,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Stone,3.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stone"",""value"":3.5,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Turris,3.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Turris"",""value"":3.5,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Greening,2.65,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Greening"",""value"":2.65,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Zibanejad,2.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zibanejad"",""value"":2.625,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Hoffman,2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hoffman"",""value"":2,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Neil,1.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Neil"",""value"":1.9,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Smith,1.887,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Smith"",""value"":1.887,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Lazar,1.254,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lazar"",""value"":1.254,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Chiasson,1.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Chiasson"",""value"":1.2,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
F,OTT,15_16,Pageau,0.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pageau"",""value"":0.9,""group"":""F"",""team"":""OTT"",""year"":""15_16""},"
D,OTT,15_16,Karlsson,6.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Karlsson"",""value"":6.5,""group"":""D"",""team"":""OTT"",""year"":""15_16""},"
D,OTT,15_16,Methot,4.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Methot"",""value"":4.9,""group"":""D"",""team"":""OTT"",""year"":""15_16""},"
D,OTT,15_16,Cowen,3.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cowen"",""value"":3.1,""group"":""D"",""team"":""OTT"",""year"":""15_16""},"
D,OTT,15_16,Phillips,2.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Phillips"",""value"":2.5,""group"":""D"",""team"":""OTT"",""year"":""15_16""},"
D,OTT,15_16,Wiercioch,2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Wiercioch"",""value"":2,""group"":""D"",""team"":""OTT"",""year"":""15_16""},"
D,OTT,15_16,Ceci,1.369,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ceci"",""value"":1.369,""group"":""D"",""team"":""OTT"",""year"":""15_16""},"
D,OTT,15_16,Borowiecki,1.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Borowiecki"",""value"":1.1,""group"":""D"",""team"":""OTT"",""year"":""15_16""},"
G,OTT,15_16,Anderson,4.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Anderson"",""value"":4.2,""group"":""G"",""team"":""OTT"",""year"":""15_16""},"
G,OTT,15_16,Hammond,1.35,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hammond"",""value"":1.35,""group"":""G"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,O'Connor,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""O'Connor"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Paul,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Paul"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Harpur,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Harpur"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Lindberg,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lindberg"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Robinson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Robinson"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Puempel,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Puempel"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Dzingel,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dzingel"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Guptill,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Guptill"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,McCormick,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McCormick"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Wikstrand,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Wikstrand"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Driedger,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Driedger"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Rutkowski,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rutkowski"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Ewanyk,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ewanyk"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Dunn,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dunn"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Kostka,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kostka"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Dziurzynski,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dziurzynski"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,O'Dell,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""O'Dell"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Prince,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Prince"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Schneider,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schneider"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Sdao,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sdao"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Claesson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Claesson"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Mullen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mullen"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Stortini,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stortini"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
O,OTT,15_16,Wideman,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Wideman"",""value"":0,""group"":""O"",""team"":""OTT"",""year"":""15_16""},"
